,created_at,id,text
0,2022-01-19T14:20:40.000Z,1483806617762242563,"Wordle 214 2/6

⬜⬜⬜⬜🟩
🟩🟩🟩🟩🟩"
1,2022-01-19T14:20:40.000Z,1483806617346842624,"Wordle 214 5/6*

⬛⬛⬛🟨🟩
⬛⬛🟩⬛🟩
⬛⬛🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
2,2022-01-19T14:20:39.000Z,1483806616235429891,"Wordle 214 2/6

🟩⬛⬛⬛⬛
🟩🟩🟩🟩🟩"
3,2022-01-19T14:20:39.000Z,1483806615836966916,"Wordle 214 3/6

🟨⬜🟩🟩⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
4,2022-01-19T14:20:39.000Z,1483806615245623296,"Wordle (ES) #13 6/6

⬜⬜🟨⬜🟨
⬜⬜⬜⬜⬜
🟨🟨🟨⬜⬜
🟩🟨⬜🟨🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

https://t.co/XCQJz7TN8M"
5,2022-01-19T14:20:39.000Z,1483806614620622854,"Wordle 214 2/6

🟩⬜🟨🟩⬜
🟩🟩🟩🟩🟩"
6,2022-01-19T14:20:39.000Z,1483806614238945284,"Wordle 214 3/6

⬛🟨⬛⬛⬛
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩"
7,2022-01-19T14:20:39.000Z,1483806613970599938,"Wordle 214 3/6

⬛⬛🟨⬛⬛
🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
8,2022-01-19T14:20:38.000Z,1483806612854816774,"Wordle 214 4/6

🟨⬛🟩⬛⬛
⬛🟨🟩🟩⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
9,2022-01-19T14:20:38.000Z,1483806610157879301,"Wordle 214 3/6

⬛⬛⬛⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
10,2022-01-19T14:20:38.000Z,1483806609860141058,"@WyattWuornos Wordle 214 4/6

🟨⬛⬛⬛⬛
⬛🟨🟩🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
11,2022-01-19T14:20:38.000Z,1483806609721679879,"Wordle 214 2/6

🟩⬛🟨🟨⬛
🟩🟩🟩🟩🟩

Fucking owned."
12,2022-01-19T14:20:38.000Z,1483806609281269765,"Wordle 214 6/6

⬛🟨🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛⬛🟨⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
13,2022-01-19T14:20:37.000Z,1483806608555712519,"Wordle 214 4/6

⬛🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛🟨🟩
🟩🟩🟩🟩🟩"
14,2022-01-19T14:20:37.000Z,1483806607494504451,"Wordle 214 4/6

⬛⬛🟨⬛⬛
⬛🟩🟨🟨⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
15,2022-01-19T14:20:37.000Z,1483806606588579848,"Wordle (ES) #13 3/6

⬜🟩⬜🟨🟨
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/2YYJOSi5cH"
16,2022-01-19T14:20:37.000Z,1483806606471094285,"@sgbl98 Nashee

Wordle (ES) #13 5/6

⬜🟨🟨⬜⬜
🟨🟨⬜⬜⬜
⬜⬜🟨🟩⬜
🟨🟩⬜🟨🟨
🟩🟩🟩🟩🟩

https://t.co/PItlwihmXQ"
17,2022-01-19T14:20:37.000Z,1483806605183537153,"Wordle 214 3/6 
…I ate!

⬜⬜⬜🟨⬜
🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩"
18,2022-01-19T14:20:37.000Z,1483806604944363524,"Wordle 214 4/6

⬜⬜🟩⬜⬜
⬜⬜🟩🟩⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩

ngl I like doing these lmaoo"
19,2022-01-19T14:20:36.000Z,1483806604382375941,"wordle 214 4/6

⬛⬛🟦⬛⬛
⬛🟦⬛⬛⬛
⬛🟧🟧🟧🟧
🟧🟧🟧🟧🟧"
20,2022-01-19T14:20:36.000Z,1483806604000899073,"bow before me 
Wordle 214 2/6*

⬛🟨🟨⬛🟩
🟩🟩🟩🟩🟩"
21,2022-01-19T14:20:36.000Z,1483806603187204101,"Wordle 214 3/6*

⬛⬛⬛🟨🟨
⬛🟨⬛🟨🟨
🟩🟩🟩🟩🟩"
22,2022-01-19T14:20:36.000Z,1483806601622478854,"Wordle 214 3/6

🟩⬛🟨🟨⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
23,2022-01-19T14:20:36.000Z,1483806600947281931,"Wordle 214 2/6

🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩"
24,2022-01-19T14:20:36.000Z,1483806600867450880,"Wordle 214 3/6

⬛🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
25,2022-01-19T14:20:35.000Z,1483806600292933637,"I needed some good vibes today and I will accept this as a sign from the universe that everything will go well

Wordle 214 2/6

⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩"
26,2022-01-19T14:20:35.000Z,1483806598380331010,"Wordle 214 5/6

⬛⬛⬛⬛⬛
🟨⬛🟨🟨⬛
⬛⬛🟩⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩
Had all five letters and took way too long to figure out how those make a word today hah."
27,2022-01-19T14:20:35.000Z,1483806596962656258,"Wordle (ES) #13 5/6

⬜🟩⬜🟩⬜
⬜🟩⬜🟩⬜
🟨🟩🟨🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩 verde"
28,2022-01-19T14:20:34.000Z,1483806595674955778,"Wordle 214 2/6

🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
29,2022-01-19T14:20:34.000Z,1483806595515617280,"Wordle 214 3/6

⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Still no cool pattern"
30,2022-01-19T14:20:34.000Z,1483806595125493767,"Wordle 214 2/6

⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩

I gave in."
