,created_at,id,text
0,2022-01-19T14:26:08.000Z,1483807994248929281,"Wordle 214 4/6

🟨⬛⬛⬛⬛
⬛⬛🟨⬛🟩
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩"
1,2022-01-19T14:26:08.000Z,1483807994114629642,"✨3️⃣✨#wordle 

Wordle 214 3/6

⬛🟨⬛⬛⬛
🟨⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
2,2022-01-19T14:26:08.000Z,1483807993577848832,"RT @RaphDeslandes: Wordle 420 6/9

🟩🟩🟩⬛🟩⬛🟩⬛🟩⬛🟩
🟩⬛⬛⬛🟩⬛🟩⬛🟩🟩🟩
🟩⬛⬛⬛🟩⬛🟩⬛🟩⬛🟩
🟩🟩🟩⬛🟩🟩🟩⬛🟩⬛🟩"
3,2022-01-19T14:26:08.000Z,1483807993385086987,"Wordle 214 3/6

🟩⬛⬛⬛⬛
🟩🟨🟨🟨⬛
🟩🟩🟩🟩🟩"
4,2022-01-19T14:26:07.000Z,1483807991946170368,"Wordle 214 5/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
5,2022-01-19T14:26:07.000Z,1483807990193004544,"Holy balls that was lucky

Wordle 214 3/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜⬜
🟩🟩🟩🟩🟩"
6,2022-01-19T14:26:07.000Z,1483807988901056512,"Wordle 214 2/6

⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩"
7,2022-01-19T14:26:06.000Z,1483807988368429062,"Wordle 214 4/6

🟨⬛⬛⬛⬛
🟨⬛🟩⬛⬛
⬛⬛🟩🟨⬛
🟩🟩🟩🟩🟩

joguei https://t.co/rY4xFs4SeN #17 5/6 *

⬛⬛⬛⬛🟩
⬛🟨⬛⬛🟩
⬛🟨⬛⬛🟩
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩

013 (3/6) @MeuLetreco 

🟥🟥🟥🟨🟨
🟨🟨🟨🟥🟥
🟩🟩🟩🟩🟩"
8,2022-01-19T14:26:06.000Z,1483807987533766660,"Wordle 214 3/6

🟩🟨⬜⬜⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
9,2022-01-19T14:26:06.000Z,1483807987286298627,"Wordle 214 3/6

⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
10,2022-01-19T14:26:06.000Z,1483807987210895361,"@Elmiillor Wordle (ES) #13 3/6

🟩🟨⬜⬜⬜
🟩⬜⬜🟩⬜
🟩🟩🟩🟩🟩

https://t.co/7WFVDw3avH"
11,2022-01-19T14:26:06.000Z,1483807987127005188,"nice
Wordle 214 4/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛🟩
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
12,2022-01-19T14:26:05.000Z,1483807984186802183,"Wordle 214 3/6

⬜⬜⬜🟨⬜
⬜🟨⬜⬜🟨
🟩🟩🟩🟩🟩"
13,2022-01-19T14:26:05.000Z,1483807984165785602,"Wordle 214 4/6

⬜⬜🟩🟩⬜
⬜⬜🟩🟩🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
14,2022-01-19T14:26:05.000Z,1483807983800827912,"Wordle (ES) #13 6/6

⬜⬜🟨⬜⬜
⬜🟨⬜🟨🟨
⬜⬜🟨⬜🟨
⬜🟨🟨🟨⬜
🟨🟩🟨🟩⬜
🟩🟩🟩🟩🟩

https://t.co/K8D33UoZ3Z"
15,2022-01-19T14:26:05.000Z,1483807983695896576,"Wordle 214 5/6

⬛🟩🟨⬛⬛
⬛🟩⬛🟩⬛
⬛🟩⬛🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
16,2022-01-19T14:26:05.000Z,1483807982580342784,"Wordle 214 3/6

⬛⬛🟨🟨⬛
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
17,2022-01-19T14:26:05.000Z,1483807981905006597,"Wordle 214 2/6

🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩"
18,2022-01-19T14:26:05.000Z,1483807981305221128,"I'm not very sure how this works
Wordle 214 X/6

⬛⬛🟨⬛⬛
🟩⬛🟨⬛⬛
⬛🟩⬛⬛⬛
⬛🟨⬛⬛⬛
⬛🟩⬛🟨⬛
⬛🟩⬛⬛🟨"
19,2022-01-19T14:26:05.000Z,1483807980663488517,"Thought I'll start this as well.

Wordle 214 6/6

⬛⬛🟨⬛⬛
⬛🟩🟨🟨⬛
🟨🟩⬛⬛⬛
⬛⬛🟨🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
20,2022-01-19T14:26:04.000Z,1483807979862470659,"Wordle 214 4/6

⬜🟨⬜⬜⬜
🟨⬜⬜⬜⬜
⬜🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
21,2022-01-19T14:26:04.000Z,1483807979262689284,"I thought this one was going to be much harder than it was! 

Wordle 214 4/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
22,2022-01-19T14:26:04.000Z,1483807979153596419,"Wordle 214 3/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
