,created_at,id,text
0,2022-01-19T18:37:17.000Z,1483871197846720514,"Wordle 214 3/6

⬛⬛🟩⬛⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
1,2022-01-19T18:37:16.000Z,1483871195992895495,"Wordle 214 4/6

⬛⬛⬛⬛⬛
🟩🟨🟨⬛⬛
⬛🟩🟩⬛🟩
🟩🟩🟩🟩🟩"
2,2022-01-19T18:37:16.000Z,1483871195892453376,"Wordle 215 4/6 Not many are gonna get this one 

⬜⬜⬜⬜⬜
🟨🟨⬜⬜⬜
🟨⬜🟨🟩🟨
🟩🟩🟩🟩🟩"
3,2022-01-19T18:37:16.000Z,1483871193602179075,"Wordle 214 3/6 (streak is alive and well)

⬛⬛⬛⬛🟩
⬛⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
4,2022-01-19T18:37:16.000Z,1483871193270976512,"Ahem! 
Wordle 215 3/6

🟩⬜⬜⬜⬜
⬜⬜🟨⬜⬜
🟩🟩🟩🟩🟩"
5,2022-01-19T18:37:15.000Z,1483871190854766597,"Wordle 215 5/6

⬛🟩⬛⬛🟨
🟩🟩⬛⬛⬛
⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
🟩🟩🟩🟩🟩"
6,2022-01-19T18:37:15.000Z,1483871190636802055,"@JC1053 Beat this. Wordle 214 2/6

⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩"
7,2022-01-19T18:37:15.000Z,1483871190259478528,"Wordle 215 2/6

🟩⬜⬜⬜🟩
🟩🟩🟩🟩🟩"
8,2022-01-19T18:37:15.000Z,1483871190246563840,"Wordle 215 3/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
9,2022-01-19T18:37:15.000Z,1483871190066565121,"Wordle 215 3/6

🟩⬜⬜⬜⬜
🟩⬜⬜🟩⬜
🟩🟩🟩🟩🟩"
10,2022-01-19T18:37:15.000Z,1483871189646807040,"acceptable... Wordle 214 4/6

🟨⬜⬜⬜⬜
⬜🟨🟨⬜🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
11,2022-01-19T18:37:14.000Z,1483871186744455168,"Wordle 214 4/6

🟨⬜⬜⬜⬜
⬜🟨⬜⬜🟩
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩

I did the thing!"
12,2022-01-19T18:37:14.000Z,1483871186484600833,"Wordle 215 4/6*

⬛🟩⬛🟨⬛
🟨🟩⬛⬛⬛
⬛🟩🟨🟩🟨
🟩🟩🟩🟩🟩"
13,2022-01-19T18:37:14.000Z,1483871185343553538,"Wordle 215 4/6

🟩⬜⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩"
14,2022-01-19T18:37:14.000Z,1483871184718807042,"Wordle 215 5/6

⬜⬜⬜⬜🟨
🟨🟨⬜⬜⬜
🟨⬜🟨🟨⬜
⬜🟩🟨🟨⬜
🟩🟩🟩🟩🟩"
15,2022-01-19T18:37:14.000Z,1483871184487960584,"Wordle 214 2/6

🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩   
Heading to Vegas because…"
16,2022-01-19T18:37:13.000Z,1483871183640875008,"Wordle 215 4/6

⬛🟨⬛⬛⬛
🟩⬛⬛⬛🟩
🟨🟨🟨🟩⬛
🟩🟩🟩🟩🟩"
17,2022-01-19T18:37:13.000Z,1483871183565357056,"Wordle 215 3/6

⬛🟩⬛⬛🟨
🟨🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
