,created_at,id,text
0,2022-01-19T18:33:00.000Z,1483870120162127872,"Wordle 214 4/6

⬛⬛⬛🟨⬛
⬛🟨🟨⬛🟨
🟩🟨🟨⬛⬛
🟩🟩🟩🟩🟩 https://t.co/y7pFebn5dE"
1,2022-01-19T18:32:59.000Z,1483870117645725699,"@benfishernyc That's not bragging, this is bragging:

Wordle 214 2/6

⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
2,2022-01-19T18:32:59.000Z,1483870116500500482,"Wordle 214 2/6

⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩
💁🏻‍♂️"
3,2022-01-19T18:32:59.000Z,1483870115770810373,"Wordle (ES) #13 6/6

Por los pelos de una gamba 

⬜🟩⬜⬜⬜
⬜🟩⬜🟩⬜
🟨🟩🟨🟩⬜
⬜🟩🟩🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/54EJ4lAPEi"
4,2022-01-19T18:32:59.000Z,1483870115745734666,"Wordle 214 3/6

🟨⬜🟩🟩⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
5,2022-01-19T18:32:59.000Z,1483870115296854023,"Wordle 214 4/6

🟩⬛🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩"
6,2022-01-19T18:32:58.000Z,1483870114084708352,"Big W

Wordle 214 3/6

🟨⬛⬛⬛⬛
⬛🟨🟨🟨⬛
🟩🟩🟩🟩🟩"
7,2022-01-19T18:32:58.000Z,1483870113594241025,"Wordle 214 2/6

⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩"
8,2022-01-19T18:32:58.000Z,1483870113539313664,"Wordle 214 3/6

⬜⬜🟩⬜🟩
⬜🟩🟨⬜⬜
🟩🟩🟩🟩🟩"
9,2022-01-19T18:32:58.000Z,1483870113380110339,"First ever Wordle 214 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜🟩⬜
⬜⬜🟩🟩⬜
⬜⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
10,2022-01-19T18:32:58.000Z,1483870113052827650,"Incredible.

Wordle 214 3/6

⬛🟨⬛🟨🟨
🟨⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
11,2022-01-19T18:32:58.000Z,1483870111744540679,"Wordle 215 3/6

⬜⬜⬜⬜🟨
🟩🟩🟨🟩⬜
🟩🟩🟩🟩🟩yes! That’s my quickest yet!! #churwordle"
12,2022-01-19T18:32:58.000Z,1483870110720745473,"Wordle 214 3/6

⬛🟩⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩"
13,2022-01-19T18:32:57.000Z,1483870108619767808,"Wordle 215 3/6*

🟩⬜🟨⬜⬜
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩"
14,2022-01-19T18:32:57.000Z,1483870108582035457,"Wordle 215 4/6

⬛⬛🟨⬛⬛
🟨⬛⬛⬛⬛
⬛🟨🟨🟨⬛
🟩🟩🟩🟩🟩"
