,created_at,id,text
0,2022-01-19T13:54:29.000Z,1483800029554827268,"Wordle 214 2/6

⬜🟨⬜⬜🟩
🟩🟩🟩🟩🟩 🐐"
1,2022-01-19T13:54:29.000Z,1483800029240377351,"Wordle (ES) #13 4/6

🟨⬜🟩⬜🟨
⬜🟨🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/wa5ZgCmBaA"
2,2022-01-19T13:54:29.000Z,1483800029152387084,"Wordle 214 3/6

⬛🟨🟨⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
3,2022-01-19T13:54:29.000Z,1483800028258836484,"Wordle 214 5/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
4,2022-01-19T13:54:28.000Z,1483800027852115968,"#Wordle 214 3/6

⬛🟨⬛⬛🟨
🟨🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
5,2022-01-19T13:54:28.000Z,1483800027709509638,"Wordle 214 4/6. Not sure what it was that inspired the third guess... 🤔😂

⬛⬛⬛⬛⬛
🟨🟩🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
6,2022-01-19T13:54:28.000Z,1483800025453015045,"I succumbed….

Wordle 214 4/6

⬜⬜⬜⬜⬜
🟩⬜🟩🟩🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
7,2022-01-19T13:54:27.000Z,1483800023519223809,"Wordle 214 3/6

⬜🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩

Yes!"
8,2022-01-19T13:54:27.000Z,1483800023053881346,"Wordle 214 3/6

⬛⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
9,2022-01-19T13:54:27.000Z,1483800022563106820,"@GeorgeKirikos That was a tough one and really put me out of joint, especially as I got goose-egged right at the start - although eliminating those letters made it easier at the end. 

Wordle 214 6/6

⬜⬜⬜⬜⬜
⬜🟨🟨⬜⬜
🟨🟨🟩⬜⬜
⬜⬜🟩🟩🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
10,2022-01-19T13:54:27.000Z,1483800022076563458,"Ride the beginner's luck as long as possible... Wordle 214 3/6

⬛⬛🟩🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
11,2022-01-19T13:54:27.000Z,1483800021057388548,"@fchau27 @erictraaaan Wordle 214 3/6

⬛⬛⬛⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩"
12,2022-01-19T13:54:27.000Z,1483800020688252936,"idk how i did that

Wordle 214 3/6

⬜⬜⬜⬜⬜
⬜🟨🟨🟩⬜
🟩🟩🟩🟩🟩"
13,2022-01-19T13:54:27.000Z,1483800020373680130,"Wordle 214 X/6

⬛⬛🟨🟨⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟨⬛⬛
🟩🟩⬛🟨🟨
🟩🟩🟩🟩⬛

In quello inglese QUASI."
14,2022-01-19T13:54:27.000Z,1483800019681660933,"Wordle (ES) #13 4/6

🟨🟩⬜⬜⬜
⬜🟩🟨⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

https://t.co/kNA93SY5Dn"
15,2022-01-19T13:54:26.000Z,1483800018926641156,"wordle 214 2/6

⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩

i cannot make this up i GUESSED"
16,2022-01-19T13:54:26.000Z,1483800018880450566,"RT @raelaveire: Wordle 214 4/6

⬜⬜🟨⬜⬜
🟨⬜⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
17,2022-01-19T13:54:26.000Z,1483800018771451908,"Wordle 214 2/6

⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩 omg!!"
18,2022-01-19T13:54:26.000Z,1483800017760620551,"Wordle 214 5/6

🟨⬜⬜🟨⬜
⬜🟨⬜⬜⬜
⬜🟩🟨🟨⬜
🟩🟩🟨🟨🟨
🟩🟩🟩🟩🟩
This was hard for me."
19,2022-01-19T13:54:26.000Z,1483800017475457031,"3 out of 3

Not bad! 

Wordle 214 4/6

⬜⬜🟨🟨⬜
⬜⬜⬜⬜⬜
🟩🟩🟨🟨🟨
🟩🟩🟩🟩🟩"
20,2022-01-19T13:54:26.000Z,1483800017253154824,"Wordle 214 5/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
21,2022-01-19T13:54:26.000Z,1483800017106350089,"Wordle 214 3/6

🟩⬜⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
22,2022-01-19T13:54:26.000Z,1483800017072803843,"Wordle 214 4/6

⬜⬜⬜🟨🟩
🟩⬜🟩🟩🟩
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
23,2022-01-19T13:54:26.000Z,1483800016556855301,"Wordle 214 3/6
Heheheheh
⬛⬛⬛⬛🟩
🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩"
24,2022-01-19T13:54:25.000Z,1483800014971359237,"Wordle 214 3/6

⬜🟩⬜⬜⬜
⬜🟩🟨⬜🟩
🟩🟩🟩🟩🟩"
25,2022-01-19T13:54:25.000Z,1483800014413467649,"Wordle 214 3/6 

🟩⬛⬛⬛⬛
🟩⬛🟨🟩⬛
🟩🟩🟩🟩🟩"
26,2022-01-19T13:54:25.000Z,1483800013306216448,"Wordle 214 5/6

⬛⬛⬛⬛🟨
🟨🟩⬛🟨⬛
⬛🟩🟨⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
27,2022-01-19T13:54:25.000Z,1483800013180395525,"Wordle 214 4/6

⬜🟨⬜⬜⬜
🟨⬜⬜🟨🟨
🟩🟨⬜🟨🟩
🟩🟩🟩🟩🟩"
28,2022-01-19T13:54:25.000Z,1483800012941574144,"Wordle 214 3/6

⬜🟨⬜⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩

Crushed it today!"
29,2022-01-19T13:54:25.000Z,1483800012039589888,"Wordle 214 2/6

🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Nothing getting me down today"
30,2022-01-19T13:54:25.000Z,1483800011385278470,"Wordle 214 2/6

⬜⬜🟩⬜⬜
🟩🟩🟩🟩🟩

I’m the king of the World(le)!!!"
31,2022-01-19T13:54:24.000Z,1483800010529685512,"Wordle 214 4/6

🟨⬜⬜⬜🟨
⬜⬜🟨🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
